non_toxicity_cats,family,scientific_name,non_toxicity,non_toxicity_dogs,toxicity_horses,toxicity_cats,clinical_signs,additional_common_names,toxic_principles,non_toxicity_horses,url,name,image_url,toxicity,toxicity_dogs
TRUE, Zingiberaceae, Kaempferia," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , Peacock Ginger, Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kaempferia,Kaempferia,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Amaryllidaceae, Clivia minata,null,FALSE,TRUE,TRUE," Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part.", Clivia Lily, Lycorine and other alkaloids,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kaffir-lily,Kaffir Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/kaffir-lily-r.jpg?itok=IRpCeZop," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, , Hedychium gardnerianum," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , , Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kahali-ginger,Kahali Ginger,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Crassulaceae, Kalanchoe spp,null,FALSE,FALSE,TRUE," Vomiting, diarrhea, abnormal heart rhythm (rare)."," Mother-In-Law-Plant, Devils Backbone, Chandelier Plant, Mother of Millions", Bufodienolides,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kalanchoe,Kalanchoe,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/kalanchoe-r.jpg?itok=QFcRXWDM," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Scrophulariaceae, Cymbalaria muralis," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , Coliseum Ivy, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kenilworth-ivy,Kenilworth Ivy,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Howea forsteriana, Howea forsteriana," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , Forster Senty Palm, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kentia-palm,Kentia Palm,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Gesneraceae, Santpaulia confusa," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , Usambra violet, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kenya-violet,Kenya Violet,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, , Ceratonia siliqua," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," Carob Tree, Sugar Pods, Locust Pods, Beans", Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kharoub,Kharoub,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Polypodaceae, Asplenium bulbiferum," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Hen and Chickens Fern, Spleenwort, Parsley fern", Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/king-and-queen-fern,King and Queen Fern,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Juglandaceae, Carya laciniosa," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , , Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/king-nut,King Nut,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Orchidaceae, Anoectuchilus setaceus," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , Golden Jewel Orchid, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/king-forest,King of the Forest,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Solanaceae, Brunfelsia species,null,FALSE,TRUE,TRUE," Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing"," Yesterday, Today, Tomorrow, Lady-of-the-Night, Morning-Noon-and-Night, Fransiscan Rain Tree", Brunfelsamidine,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kiss-me-quick,Kiss-me-quick,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yesterday-today-tomorrow-r_0.jpg?itok=_ftphWG9," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Clusiaceae, Hypericum perforatum,null,FALSE,TRUE,TRUE, Photosensitization (ulcerative and exudative dermatitis)., St. John's Wort, Hypericin,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/klamath-weed,Klamath Weed,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/klamath-weed-r.jpg?itok=BADMpLPm," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Liliaceae, Smilax glabra," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, ," China Root, Ti-hu-ling, Shiny Leaf Smilax, Cat Brier", ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kuang-yen-pa-hsieh,Kuang-yen-pa-hsieh,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Apocynaceae, Adenium obesum,null,FALSE,TRUE,TRUE," Vomiting, diarrhea, anorexia, depression, irregular heart beat, death"," Desert Azalea, Mock Azalea, Sabi Star, Impala Lily, Desert Rose", Digitalis like glycosides,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/kudu-lily,Kudu Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/desert-azalea-r_0.jpg?itok=JPHpXIof," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Liliaceae, Asparagus densiflorus cv sprengeri,null,FALSE,FALSE,TRUE," allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea.)"," Asparagus, Emerald Feather, Emerald Fern, Sprengeri Fern, Plumosa Fern, Asparagus Fern, Racemose Asparagus, Shatavari", Sapogenins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lace-fern,Lace Fern,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lace-fern-r.jpg?itok=j6LhsSqd," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Gesneriaceae, Episcia dianthiflora," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null, Chocolate Soldier,null,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lace-flower-vine,Lace Flower Vine,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/chocolate-soldier-r.jpg?itok=qk7l1baw,null,FALSE
TRUE, Orchidaceae, Odontoglossum crispum," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lace-orchid,Lace Orchid,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araceae, Philodendron selloum,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing.",null, Calcium oxalate crystals,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lacy-tree-philodendron,Lacy Tree Philodendron,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lacy-tree-r.jpg?itok=FuJpK2k5," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Onagraceae, Fuchsia," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/ladies-ear-drops,Ladies Ear Drops,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Gesneriaceae, Episcia reptans," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Flame Violet, Red Violet, Flame African Violet", Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lady-lou,Lady Lou,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Arecaceae, Rhapis flabelliformus," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lady-palm,Lady Palm,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Balsaminaceae, Impatiens spp.," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Giant Touch-Me-Not, Buzzy Lizzy, Patient Lucy, Patient Plant, Tangerine Impatience, Impatience Plant", ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lady-slipper,Lady Slipper,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Solanaceae, Brunfelsia species,null,FALSE,TRUE,TRUE," Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing"," Yesterday, Today, Tomorrow, Kiss-Me-Quick, Morning-Noon-and-Night, Fransiscan Rain Tree", Brunfelsamidine,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lady-night,Lady-of-the-night,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yesterday-today-tomorrow-r.jpg?itok=s-pvZNSh," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Lythraceae, Lagerstroemia indica," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , Crepe/Crape Myrtle, ,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lagerstroemia-indica,Lagerstroemia Indica,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Ericaceae, Kalmia augustifolia,null,FALSE,TRUE,FALSE," Typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die.", Sheep Laurel, Grayanotoxin,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lambkill,Lambkill,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lambkill-r.jpg?itok=2UZkqWbK, Toxic to Horses,FALSE
TRUE, Rusaceae, Dracaena," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lance-pleomele,Lance Pleomele,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Verbenaceae, Lantana camara,null,FALSE,FALSE,TRUE," Vomiting, diarrhea, labored breathing, weakness. Liver failure - more common in livestock."," Shrub Verbena, Yellow Sage, Red Sage", Pentacyclic triterpenoids,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lantana,Lantana,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lantana-r.jpg?itok=ubJvJ7u3," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Ranunculaceae, Delphinium species,null,FALSE,TRUE,TRUE," Unless there is a lack of suitable forage, horses typically do not consume toxic amounts of larkspur. The toxicity of the plant may vary depending on seasonal changes and field conditions; as the plant matures, it generally becomes less toxic. The alkaloids in the plant cause neuromuscular paralysis; clinical effects include constipation, colic, increased salivation, muscle tremors, stiffness, weakness, recumbency, and convulsions. Cardiac failure may occur, as can death from respiratory paralysis.",null, Diterpene alkaloids,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/larkspur,Larkspur,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/larkspur-1-r.jpg?itok=F2Ha1i_t," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Ericaceae, Kalmia latifolia, ,FALSE,TRUE,TRUE," Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."," Mountain laurel, Spoonwood, Mountain Ivy, Calico Bush, Ivy Bush", Grayanotoxins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/laurel,Laurel,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Liliaceae, Smilax laurifolia," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Blaspheme vine, Bamboo Vine",null,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/laurel-leaved-greenbrier,Laurel-Leaved Greenbrier,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/blaspheme-vine-r.jpg?itok=iutJYeCr,null,FALSE
TRUE, , Peperomia crassifolia," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , ,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/leather-peperomia,Leather Peperomia,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Ranunculaceae, Clematis sp.,null,FALSE,TRUE,TRUE," Salivation, vomiting, diarrhea."," Clematis, Virgin's Bower", Irritant glycoside (Protoanemonin),FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/leatherflower,Leatherflower,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/clematis-r.jpg?itok=sVht9aKb," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Liliaceae, Allium ampeloprasum, ,FALSE,TRUE,TRUE," Vomiting, breakdown of red blood cells (hemolytic anemia, Heinz body anemia), blood in urine, weakness, high heart rate, panting", Elephant Garlic, N-propyl disulfide,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/leek,Leek,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Rutaceae, Citrus limonia,null,FALSE,TRUE,TRUE," Vomiting, diarrhea, depression; potential photosensitivity",null, Essential oils and psoralens,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lemon,Lemon,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lemon-r.jpg?itok=31F8z1RM," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Ranunculaceae, Helleborus niger,null,FALSE,TRUE,TRUE," Drooling, abdominal pain and diarrhea, colic, depression."," Hellebore, Christmas Rose, Easter Rose"," Bufadienolides, glycosides, veratrin and prtoanemonin",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lenten-rose,Lenten Rose,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/christmas-rose-r.jpg?itok=cqfmgqS-," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Hyacinthaceae, Lachenalia lilacina," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , , Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/leopard-lily,Leopard Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Orchidaceae, Dendrobium gracilicaule," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , Tiger Orchid, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/leopard-orchid,Leopard Orchid,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Mimosaceae, Antirrhinum orontium," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE, , , Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lesser-snapdragon,Lesser Snapdragon,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Liliaceae, Lilium species," Non-Toxic to Dogs, Non-Toxic to Horses",TRUE,FALSE,TRUE, Cats: kidney failure.,null, Unknown,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/lily,Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lily-r.jpg?itok=Eqrw0vzV, Toxic to Cats,FALSE
