name,sci_name,common_names,family,image_url,aspca_url,non_toxicity_cats,non_toxicity_dogs,non_toxicity_horses,clinical_signs
Oleander,Nerium oleander,Rose-Bay,Apocynaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/oleander-2-r.jpg?itok=jeMyj5es,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/oleander,FALSE,FALSE,FALSE,"Poisonings can occur from acess to prunings or fallen branches, or ornamentals around horse show areas. All parts contain a highly toxic cardiac glycoside much like digitoxin, and can cause colic, diarrhea (possibly bloody), sweating, incoordination, shallow/difficult breathing, muscle tremors, recumbency, and possibly death from cardiac failure."
Onion,Allium cepa,null,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/onion-r.jpg?itok=M_dd7e0v,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/onion,FALSE,FALSE,FALSE,"Cats are more sensitive. Can see gastrointestinal upset, hemolytic anemia, heinz Vomiting, breakdown of red blood cells (hemolytic anemia, Heinz body anemia), blood in urine, weakness, high heart rate, panting."
Orange,Citrus sinensis,null,Rutaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/orange-r.jpg?itok=32s9aRUY,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/orange,FALSE,FALSE,FALSE,"Vomiting, diarrhea, depression; potential photosensitivity"
Orange Day Lily,Hemerocallis graminea,null,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/orange-daylily-r.jpg?itok=mSjhgjLG,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/orange-day-lily,FALSE,TRUE,TRUE,"Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected."
Orange Star,Guzmania lingulata minor,,Bromeliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/orange-star,TRUE,TRUE,FALSE,Non-toxic
Oregon Grape,Mahonia aquifolium,"Mountain Grape, Oregon Grape Holly, Mahonia Aguifolium, Holly-Leaved Berry, Mahonia",Berberidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/oregon-grape,TRUE,TRUE,TRUE,null
Oregon Holly,Ilex opaca,"English Holly, European Holly, Inkberry, American Holly, Winterberry",Aquifoliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/holly-r.jpg?itok=JGyblujw,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/oregon-holly,FALSE,FALSE,FALSE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
Ornamental Pepper,Solanum pseudocapsicum,"Natal Cherry, Winter Cherry, Jerusalem Cherry",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/jerusalem-cherry-r.jpg?itok=7cOyWl8C,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/ornamental-pepper,FALSE,FALSE,FALSE,"Gastrointestinal disturbances, possible ulceration of the gastrointestinal system, seizures, depression, respiratory depression, and shock."
Ossifragi Vase,Neoregalia spp.,"Crimson Cup, Marbled Fingernail, Blushing Bromeliad, Neoregelia, Miniature Marble Plant, Aregelia",Bromiliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/ossifragi-vase,TRUE,TRUE,FALSE,null
Pacific Yew,Taxus brevifolia,"English Yew, Western Yew, Japanese Yew, Anglo-Japanese Yew",Taxaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pacific-yew-r.jpg?itok=BJM1Nvvh,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pacific-yew,FALSE,FALSE,FALSE,"Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure."
Paddys Wig,Soleirolia soleirolii,"Japanese moss, Peace-in-the-home, Corsican Carpet, Angel's Tears, Irish Moss, Mind-your-own-business, Pollyanna vine",Urticaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/paddys-wig,TRUE,TRUE,FALSE,null
Painted Lady,Echeveria multicaulis,Copper Rose,Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/painted-lady,TRUE,TRUE,FALSE,null
Painter's Pallette,Anthurium scherzeranum,"Flamingo Plant, Flamingo Lily, Tail Flower, Oilcloth Flower, Pigtail Plant, Flamingo Flower",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/flamingo-plant-r.jpg?itok=coewkiON,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/painters-pallette,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Pale Laurel,Kalmia polifolia,null,null,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pale-laurel-r.jpg?itok=jdRs9SuN,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pale-laurel,FALSE,FALSE,FALSE,"Typically not very palatable to horses unless it is the only forage available, but sheep and goats may graze readily on the plant. The toxic principle interferes with normal skeletal muscle, cardiac muscle and nerve function. Clinical effects typically occur within a few hours after ingestion, and can include acute digestive upset, excessive drooling, loss of appetite, frequent bowel movements/diarrhea, colic, depression, weakness, loss of coordination, stupor, leg paralysis, weak heart rate and recumbency for 2 or more days; at this point, improvement may be seen or the animal may become comatose and die."
Palm Lily,Cordyline australis,"Giant Dracaena, Grass palm",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/grass-palm-r.jpg?itok=E9D7A90l,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/palm-lily,FALSE,FALSE,FALSE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)"
Pampas Grass,Cortaderia selloana,,Poaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pampas-grass,TRUE,TRUE,TRUE,null
Panamiga,Pilea involucrata,Friendship Plant,Urticaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/panamiga,TRUE,TRUE,FALSE,null
Panda Plant,Philodendron bipennifolium,"Horsehead Philodendron, Cordatum, Heartleaf Philodendron, Panda Plant, Split Leaf Philodendron, Fruit Salad Plant, Red Emerald, Red Princess, Saddle Leaf , Fiddle-leaf",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/panda-plant,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Pansy Orchid,Miltonia roezlii alba,,Orchidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pansy-orchid,TRUE,TRUE,FALSE,null
Paper White,Narcissus spp,"Daffodil, Jonquil, Narcissus",Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/daffodil-r.jpg?itok=AL_7AwrI,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/paper-white,FALSE,FALSE,FALSE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
Paradise Palm,Howea forsteriana,"Kentia palm, Forster Senty Palm",Howea forsteriana,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/paradise-palm,TRUE,TRUE,FALSE,null
Paraguayan Jasmine,Brunfelsia species,"Yesterday, Today, Tomorrow, Lady-of-the-Night, Morning-Noon-and-Night, Kiss-Me-Quick , Fransiscan Rain Tree",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yesterday-today-tomorrow-r_0.jpg?itok=_ftphWG9,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/paraguayan-jasmine,FALSE,FALSE,FALSE,"Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing"
Parlor Palm,Chamaedorea elegans,"Miniature Fish Tail Dwarf Palm, Good Luck Palm, Bamboo Palm",Palmae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/good-luck-palm-r.jpg?itok=ntv9y8-g,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/parlor-palm,TRUE,TRUE,FALSE,null
Parsley Fern,Asplenium bulbiferum,"King and Queen Fern, Spleenwort, Mother Fern, Hen and Chickens Fern",Polypodaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/parsley-fern,TRUE,TRUE,FALSE,null
Patient Lucy,Impatiens spp.,"Giant Touch-Me-Not, Impatience Plant, Patient Plant, Tangerine Impatience, Buzzy Lizzie",Balsaminaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/patient-lucy,TRUE,TRUE,FALSE,null
Patient Plant,Impatiens spp.,"Giant Touch-Me-Not, Impatience Plant, Patient Lucy, Tangerine Impatience, Buzzy Lizzie",Balsaminaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/patient-plant,TRUE,TRUE,FALSE,null
Patterson's Curse,Echium plantagineum,Viper's Bugloss,Boraginaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pattersons-curse-r.jpg?itok=ZwviV6Jt,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pattersons-curse,FALSE,FALSE,FALSE,"The plant is not very palatable, but will be eaten by animals with no other forage; poisonings typically occur from ingestion of green plant material or material in hay. The toxic components can cause liver failure, referred to as ""walking disease"" or ""sleepy staggers"". Signs include weight loss, weakness, sleepiness, yawning, incoordination, yellowish discoloration to mucous membranes (icterus), neurologic problems secondary to liver failure (aimless walking, chewing motions, head pressing). Animals may appear to be normal at first, then become suddenly affected; the syndrome progresses rapidly over a few days to a week."
Peace Begonia,Begonia rex 'peace',,Begoniaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peace-begonia,TRUE,TRUE,FALSE,null
Peace Lily,Spathiphyllum,Mauna Loa Peace Lily,Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peace-lily-r.jpg?itok=_VV3CKJE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peace-lily,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Peach,Prunus species,"Plum, Apricot, Cherry",Rosaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peach,FALSE,FALSE,FALSE,"Stems, leaves, seeds contain cyanide, particularly toxic in the process of wilting: brick red mucous membranes, dilated pupils, difficulty breathing, panting, shock."
Peacock Flower,Caesalpinia pulcherrima,"Barbados Pride, Dwarf Poinciana",Fabaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peacock-flower-r.jpg?itok=XCQhK1ED,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peacock-flower,FALSE,FALSE,FALSE,Vomiting and diarrhea.
Peacock Plant,Kaempferia,"Peacock Ginger, Kaempferia",Zingiberaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peacock-plant,TRUE,TRUE,TRUE,null
Pearl Plant,Haworthia margaritifera,,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pearl-plant,TRUE,TRUE,FALSE,null
Pearly Dots,Haworthia margaritifera,,Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pearly-dots,TRUE,TRUE,FALSE,null
Pencil Cactus,Euphorbia tirucalli,Sticks of Fire,Euphorbiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pencil-cactus-r.jpg?itok=bGnHfsTO,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pencil-cactus,FALSE,FALSE,FALSE,"Irritating to the mouth and stomach, sometimes causing vomiting, but generally over-rated in toxicity."
Peony,Paeonis officinalis,null,Paeniaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/peony-r.jpg?itok=biO2mrjJ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peony,FALSE,FALSE,FALSE,"Vomiting, diarrhea, depression"
Peperomia Hederifolia,Peperomia griseoargentea,"Plantinum Peperomia, Silver Leaf Peperomia, Ivy Leaf Peperomia, Ivy Peperomia",Piperaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peperomia-hederifolia,TRUE,TRUE,FALSE,null
Peperomia Peltfolia,Peperomia peltifolia,,Piperaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peperomia-peltfolia,TRUE,TRUE,FALSE,null
Peperomia Rotundifolia,Peperomia rotundifolia,,Piperaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peperomia-rotundifolia,TRUE,TRUE,FALSE,null
Peperomia Sandersii,Peperomia sandersii,,Piperaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/peperomia-sandersii,TRUE,TRUE,FALSE,null
Pepper Face,Peperomia obtusifolia,"Baby Rubber Plant, American Rubber Plant",Pipericeae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/pepper-face,TRUE,TRUE,FALSE,null
Perennial Pea,Lathyrus latifolius,"Sweet Pea, Everlasting Pea",Fabaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sweet-pea-r.jpg?itok=UIrxOmuQ,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/perennial-pea,FALSE,FALSE,FALSE,"Weakness, lethargy, pacing, head pressing, tremors, seizures and possibly death."
Periwinkle,Vinca rosea,Running Myrtle. Vinca,Apocynaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/vinca-r.jpg?itok=NYvaa553,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/periwinkle,FALSE,FALSE,FALSE,"Vomiting, diarrhea, low blood pressure, depression, tremors, seizures, coma, death."
